,URL,TITLE,DATE,START_TIME,LOCATION,DESCRIPTION
21,https://datascience.ucsd.edu/events/colloquium-living-with-a-star-in-the-era-of-data-science/,Living With a Star in the Era of Data Science (and how it will change what you thought you knew about weather),"October 8, 2019",2020-02-07 12:30:00,"SDSC Auditorium, 10100 Hopkins Dr, La Jolla,","Abstract: The connection between the Sun and the Earth is a complex one, involving interactions and variabilities across a dizzying spectrum of scales and systems. The result is a relationship between us and our star that is observable only through a fleet of instruments, methods, and technologies yet creates weather in the near-Earth space environment that is both life-sustaining as well as life-threatening. This relationship is colloquially known as space weather.
To unravel the critical complexities and variabilities and to evolve beyond current approaches to understand space weather, new data-driven approaches and data analysis technologies are required. These data-driven methods are taking on new importance in light of the continuously changing data landscape of the space weather system, a challenge (and opportunity) shared by all scientific disciplines. Therefore, the scientific community faces both an exciting opportunity and an important imperative to create a new frontier built at the intersection of traditional approaches and state-of-the-art data-driven sciences and technologies.
In this talk we will first introduce the beauty and power of space weather and then discuss the meaning of data science in the context of space weather, highlighting data science as the actionable exploration of the full data lifecycle, covering collection, through storage, to analysis and decision-based communication of the analysis. We will present the latest efforts to leverage data science innovation to further space weather science, revealing lessons that reverberate across all scientific disciplines and that tie science to engineering, art, and design.
This talk is intended to provide insight to and spark discussion around the characteristics of convergence and antidisciplinary and the role of data science, namely creating new progress and a new frontier through radical interdisciplinarity and methodology transfer.
Bio: Ryan McGranaghan is the Principal Data Scientist and Aerospace Engineering Scientist at ASTRA Associates in Boulder, CO, where he leads data science and machine learning efforts to improve our understanding of the Earth’s space environment. Ryan began this role after completing a Jack Eddy Living With a Star Postdoctoral Fellowship at the NASA Jet Propulsion Laboratory, during which he studied the Earth’s and solar system planets’ interactions with the Sun.
Ryan takes a multi-disciplinary (what he terms ‘antidisciplinary’) approach to the study of space, bringing together traditional space physics with innovation from the field of data science. His passion for data-driven discovery has led to involvement in the JPL Data Science Working Group, the NASA Frontier Development Lab artificial intelligence R&D incubator, and complex systems institutes throughout the United States. Prior to joining JPL, Ryan received the Visiting Young Scientist Fellowship to join the Dartmouth College School of Engineering faculty. During his six-month visiting tenure he created and taught a graduate-level course on statistical inference and data assimilation and conducted research across the engineering, applied math, and physics departments. Ryan was selected as a National Science Foundation Fellow to complete his Ph.D. research at the University of Colorado Boulder, and completed his degree in Aerospace Engineering Sciences in the Fall of 2016. He also holds a Master’s Degree in Aerospace Engineering Sciences from CU Boulder and a Bachelor’s Degree in Aerospace Engineering from the University of Tennessee.
Ryan has enjoyed research experiences with Los Alamos National Laboratories, the National Center for Atmospheric Research High Altitude Observatory, and the NASA Marshall Space Flight Center, to name a few.
Ryan is a passionate communicator and entrepreneur of science. He was selected to give a TED talk in April 2015 on the topic of space weather, and continually strives to move audiences and more effectively communicate science through compelling storytelling and data visualization. His latest passion has been a new podcast called Origins that examines the pivotal moments across the lives of thought-leaders from science, art, engineering, and design."
22,https://datascience.ucsd.edu/events/workshop-beyond-fairness-justice-discourse-and-violence-in-a-datafied-world/,"Workshop: Beyond Fairness: Justice, Discourse, and Violence in a Datafied World","October 4, 2019",2020-02-07 10:00:00,"Atkinson Hall 5004, UC San Diego","Dr. Anna Lauren Hoffmann is an Assistant Professor with The Information School at the University of Washington. Her research is situated at the intersections of data, technology, culture, and ethics, with particular attention to the ways in which the design and use of information technology can promote or hinder the pursuit of important human values like respect and justice.
For questions about the speaker’s schedule, drop a line to host Caroline Jack (cjack@ucsd.edu). For accommodations or other questions email Tara Nadeau (tlnadeau@ucsd.edu) at IPE.
This year’s IPE colloquium is supported through partnerships with the Division of Arts & Humanities, Halicioglu Data Science Institute, and the Program in Science Studies."
23,https://datascience.ucsd.edu/events/lecture-beyond-fairness-justice-discourse-and-violence-in-a-datafied-world/,"Lecture: Beyond Fairness: Justice, Discourse, and Violence in a Datafied World","October 3, 2019",2020-02-07 15:00:00,"SSB 107, UC San Diego","Dr. Anna Lauren Hoffmann is an Assistant Professor with The Information School at the University of Washington. Her research is situated at the intersections of data, technology, culture, and ethics, with particular attention to the ways in which the design and use of information technology can promote or hinder the pursuit of important human values like respect and justice.
For questions about the speaker’s schedule, drop a line to host Caroline Jack (cjack@ucsd.edu). For accommodations or other questions email Tara Nadeau (tlnadeau@ucsd.edu) at IPE.
This year’s IPE colloquium is supported through partnerships with the Division of Arts & Humanities, Halicioglu Data Science Institute, and the Program in Science Studies."
24,https://datascience.ucsd.edu/events/gateways-2019/,eScience 2019,"September 23, 2019",2020-02-07 09:00:00,"Catamaran Resort, San Diego CA","eScience 2019 welcomes the international community of researchers and software engineers from all disciplines to present and discuss their scientific practices involving data science and computing. Researchers from the humanities to physics, engaged in collaborative data- or compute-intensive research, are invited to attend. The objective of the eScience Conference is to promote innovation in collaborative, computationally- or data-intensive research across all disciplines, throughout the research lifecycle.
This year eScience is co-located with the Gateways 2019 conference. The two conferences will offer a shared keynote, presentations about mutually interesting topics, and a shared evening reception, as well as opportunities for mingling during the breaks. Conference attendees will have the option to register for one or both conferences, in full or in part. These two audiences share interests, content, and culture. This is an opportunity to attend both events!"
25,https://datascience.ucsd.edu/events/data-science-freshmen-orientation/,Data Science Freshmen Orientation,"September 23, 2019",2020-02-07 09:00:00,10100 Hopkins Dr,"Celebrate as over 100 new students join the data science major with several faculty presenting on their courses and networking opportunities.
Located at the SDSC Auditorium. Invite-Only."
26,https://datascience.ucsd.edu/events/two-speakers-get-started-on-datascience/,Two Speakers! Get started on DataScience,"September 19, 2019",2020-02-07 18:30:00,10100 Hopkins Dr,"We will be hosting a very exciting *DOUBLE SESSION* with Brandon Quach from Teradata and Philip Cheung of Refactor BioSciences. Sign up here.
This talk will review
– basic graph data
– examples of machine learning derived datasets used in our datasets
– examples of similar results from the literature and in-house datasets
– review of more advanced graph analysis techniques such has causal reasoning networks
– potential applications of these technologies in other industries such as retail.
Make sure to enter the raffle for a free ticket to DSGO or 2 recordings!
How to find us:
There is parking nearby in the Hopkins Parking Structure, Voigt Dr, La Jolla, CA 92093. Parking is a few dollars. Event and food is completely free."
27,https://datascience.ucsd.edu/events/getting-to-zero-food-waste-technology-legislation-solutions/,Getting to Zero Food Waste,"August 22, 2019",2020-02-07 18:00:00,550 W B St 4th Floor,"Getting to Zero Food Waste: Technology. Legislation. Solutions
Did you know that in San Diego one in every seven people experience food insecurity?
Meanwhile, 52.4 million tons of food are thrown away every year in the US. How can technology help connect excess food with those that are food insecure in a timely and cost-effective way? What legislation is underway to help companies & organizations addressing food waste and food insecurity? What interesting solutions can be and are being built?
Join in on an exciting discussion on food rescue, how technology factors in and who it impacts. Join the conversation, ask questions, learn from experts. Featuring FRESH START, winners of the IGNITE | SCALE | SAN DIEGO 2019 program.
Register on eventbrite:
https://www.eventbrite.com/e/getting-to-zero-food-waste-technology-legislation-solutions-tickets-66376444733
Hosted by: SCALE SD – Smart Cities & Urban Innovation"
28,https://datascience.ucsd.edu/events/robustness-in-learning-and-statistics-past-and-future/,Robustness in Learning and Statistics,"August 12, 2019",2020-02-07 09:30:00,UC San Diego EBU3B 1242,"Robustness in Learning and Statistics: Past and Future
Overview:
Robust statistics and related topics offer ways to stress test estimators to the assumptions they are making. It offers insights into what makes some estimators behave well in the face of model misspecification, while others do not. In this summer school, we will revisit classic topics in robust statistics from an algorithmic perspective. We will cover recent progress on provably robust and computationally efficient parameter estimation in high-dimensions. We will compare this to other popular models, like agnostic learning and outlier detection. With the foundations in hand, we will explore modern topics like federated learning, semi-random models and connections to decision theory where being robust is formulated in alternative ways. We hope to have time for discussion about open questions like adversarial examples in deep learning, and invite the audience to help us muse about the right definitions to adopt in the first place.
Target audience:
The school is oriented towards graduate students, postdocs and faculty, who either work in robust statistics or want to understand the questions at the forefront of current research.
Learn more and register."
29,https://datascience.ucsd.edu/events/dsi-workshop-2019-call-for-session-proposals/,DSI Workshop 2019: Call for Session Proposals,"July 23, 2019",All Day,Garré Vineyard & Winery,"DSI Workshop 2019: Call for Session Proposals
The Data Science Institute (DSI) and the University of California will hold the 2019 Data Science Workshop on July 23-24, 2019, at Garré Vineyard & Winery in Livermore, California. Session proposals are due April 1, 2019. General registration will open around May 1, 2019.
The Program Committee invites session proposals from data science researchers with applications including climate and energy security, predictive biology, space situational awareness, non-proliferation, advanced manufacturing and material science, and more (to see previous talks and posters, see the schedule from last year here). Sessions will be one hour long and are encouraged to include participants from a variety of the UC campuses and UC National Laboratories (LBL, LANL, LLNL).
When submitting proposals, please have ready a session title, 500-word (at maximum) abstract, names and contact information for session chair/organizer and speakers/participants, the type of session format being proposed and any A/V or special consideration requests for your session. Please note that priority will be given to those sessions with participants from multiple universities and/or national labs. Late or incomplete submissions will not be accepted.
Examples of Session Types
All proposals will be considered in the context of the overall Workshop structure and time-slot availability. The proposal’s session chair will be responsible for organizing, coordinating and executing their session. They will be the primary POC to work with the Program Committee to ensure success.
Proposal Submission
Please submit your proposal to datascience-workshop@llnl.gov for the 2019 Data Science Workshop by April 1, 2019. Late or incomplete submissions will not be accepted. General registration will open around May 1, 2019.

Please contact the Program Committee with any questions or concerns. We look forward to seeing you at the 2019 Data Science Workshop."
30,https://datascience.ucsd.edu/events/benjamin-smarr-the-time-of-our-lives-taking-advantage-of-biological-timescales-of-change-for-digital-phenotyping/,Benjamin Smarr | The Time of Our Lives: Taking Advantage of Biological Timescales of Change for Digital Phenotyping,"June 17, 2019",2020-02-07 11:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: Biological systems are highly dynamic, with a great deal of variance in most systems occurring in predictable, physiologically-relevant timescales of oscillation: ultradian (~1-3 h), circadian (~24h), ovulatory (days to weeks across mammals), and circannual (yearly). The ubiquity of these cycles is a double-edged sword: disruption of these cycles, as in shift work, light-at-night, or mistimed meals, can cause lasting medical harm and is in fact a major public health challenge at present. However, the presence of these cycles renders novel, high temporal-resolution data flows amenable to data science approaches for discovering oscillation features that enable personal, dynamic digital phenotyping and medical monitoring. In my talk I will describe some of the ways I have been extracting signatures of these cycles from miniature sensors and existing data flows, and using these to detect physiological changes at the scale of populations, but with resolution down to the individual. I will also highlight my work to probe the networks underlying these oscillations, and their potential to enable higher precision for clinical diagnostics, and biomechanistic investigations.
BIO: Smarr is an National Institutes of Health K99 fellow in the Helen Wills Neuroscience Institute and Department of Psychology at UC Berkeley, in the lab of Lance Kriegsfeld. Smarr earned his Ph.D. in neurobiology from the University of Washington, and his bachelor of science in biology from UC Santa Cruz . He is the recipient of many awards from the NIH, the National Science Foundation, and other society awards, in addition to building private partnerships with engineering groups and device companies."
31,https://datascience.ucsd.edu/events/kathy-lu-image-based-and-model-driven-biomedical-informatics/,Kathy Lu: Image-based and Model-driven Biomedical Informatics,"June 14, 2019",2020-02-07 11:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: Imaging data of live cells and tissues encode tremendous spatiotemporal information on molecular transport, interactions, and activities, which are of fundamental importance in biology and medicine. To quantify subcellular diffusion maps based on bio-imaging data, we develop and characterize a general optimization framework with diffusion equation constraints (OPT- PDE). We demonstrate the usability of the solver in recovering spatially heterogeneous and anisotropic diffusion maps with computer-simulated bio-images. The results indicate that the solver can accurately recover piecewise-constant isotropic and anisotropic diffusion coefficients, with efficient and robust convergence. Meanwhile, investigation of dynamic molecular activities in live cells often requires the visualization and quantitation of fluorescence ratio image sequences with high computational efficiency. Hence, we developed an open-source software package, Fluocell, to visualize pixel-wise ratiometric images and calculate ratio time courses with subcellular resolutions in high throughput. The power of Fluocell is demonstrated by the ratiometric analysis of images from fluorescent biosensors based on Förster resonance energy transfer (FRET), allowing efficient quantification of dynamic molecular activities in a heterogeneous population of single live cells.
Fluocell was further integrated with the diffusion analysis solver to quantify the relationship between the biochemical and biophysical properties of Lck kinase in single T-cells. The results revealed a crucial amino acid residue Y397 in Lck, which regulates the enzymatic activities of Lck via its physical clustering during T-cell activation. Taken together, our work highlights the power of model-driven analysis in quantitatively inferring biochemical and biophysical signals in live-cell images, with important applications in biomedical sciences.
BIO:  Lu is currently a Project Scientist of Bioengineering and Center of Computational Mathematics at UC San Diego. Dr. Lu received a Ph. D. in computational mathematics from UC San Diego (2004). She was a postdoctoral fellow working in the Departments of Bioengineering and Mathematics. She was a research assistant professor (2005-2013) at University of Illinois Urbana-Champaign. She is a recipient of DMS/NIHGMS initiative award at the interface of mathematics and biology. Lu works in the areas of image-driven mathematical and systems biology. She develops computational algorithms and machine learning methods for the high throughput analysis of biomedical imaging data, with applications in T cell immunology and diagnosis of infectious diseases."
32,https://datascience.ucsd.edu/events/uc-health-data-day/,UC Health Data Day,"June 14, 2019",2020-02-07 08:00:00,"UC San Diego, Medical Education and Telemedic","Register for free today to attend our second annual UC Health Data Day!
UC San Diego Health invites scientists, students, and staff interested in using health data to unleash the next generation of discoveries in biomedical and health care delivery!
UC San Diego Health’s data repositories contain more than 55 billion rows of clinical data and are essential tools in biomedical research and quality improvement. Learn what clinical data is available, how to gain access to it, and the UC San Diego infrastructure available to securely analyze this data. Gain insights into regulatory and institutional policies on the use of our clinical data assets for research and care improvement.
For more information, please visit the event website at on Blink: https://blink.ucsd.edu/sponsor/health/data-day.html"
33,https://datascience.ucsd.edu/events/timothy-daley/,Timothy Daley: The Problem of Variable Guide Efficiency in the Analysis of CRISPR Screens,"June 12, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1242","ABSTRACT: CRISPR-based screens allow researchers to directly perturb genes at a genome wide scale and measure their association with a chosen phenotype. CRISPR screens promise researchers a higher a sensitivity and specificity than competing technologies like RNAi interference. However, there are major issues that can complicate the statistical analysis of the data arising from these screens. Particularly for CRISPR interference and activation screens, the problem of variable guide efficiency makes it difficult to identify true associations. I will discuss mixture model-based approaches to account for variable guide efficiency in the analysis of CRISPR screening data, how they can improve analysis, and the consequences of how we can think about CRISPR screens.
BIO: Daley is postdoctoral scholar at Stanford University with Wing Hung Wong of the Department of Statistics and Stanley Qi of the Department of Bioengineering, working on statistical problems in single cell and CRISPR technologies. He obtained his Ph.D. in Applied Mathematics from the University of Southern California under the tutelage of Andrew D Smith and Michael S. Waterman. He earned both his bachelor’s and master’s degrees from Tulane University."
34,https://datascience.ucsd.edu/events/artificial-intelligence-ai-solutions-for-computational-chemistry-and-organic-chemistry-tasks/,AI Solutions for Computational Chemistry,"June 7, 2019",2020-02-07 11:00:00,"The Auditorium, SDSC","Title: Artificial Intelligence (AI) Solutions for Computational Chemistry and Organic Chemistry Tasks
Abstract: In this talk, we will present a fully transferable deep learning molecular potential that is applicable to complex and diverse molecular systems. Focusing on parametrization for organic molecules (with CHNOSFCl atoms so far), we have developed the ANI neural network potential which is highly accurate compared to reference QM calculations at speeds 10^7 faster. The ANI potential is shown to accurately represent the underlying physical chemistry of molecules through various test cases including chemical reactions (both thermodynamics and kinetics), thermochemistry, structural optimization, solvent effect, and molecular dynamics simulations. The results presented in this talk will provide evidence of the general applicability of ANI potential to various organic chemistry problems along the drug discovery and development pipeline.
Bio: Olexandr Isayev is an Assistant Professor at UNC Eshelman School of Pharmacy, the University of North Carolina at Chapel Hill. In 2008, Olexandr received his Ph.D. in computational chemistry. He was Postdoctoral Research Fellow at the Case Western Reserve University and a scientist at the government research lab before joining UNC. Olexandr received “Emerging Technology Award” from the American Chemical Society (ACS) and the GPU computing award from NVIDIA. The research in his lab focuses on connecting artificial intelligence (AI) with chemical sciences."
35,https://datascience.ucsd.edu/events/brain-connectivity-informed-adaptive-regularization-for-generalized-outcomes/,Brain Connectivity-Informed Adaptive Regularization for Generalized Outcomes,"June 5, 2019",2020-02-07 15:00:00,"Applied Physics & Math, Room 7321","Title: Brain Connectivity-Informed Adaptive Regularization for Generalized Outcomes
Abstract: A challenging problem in the brain imaging research is a principled incorporation of information from different imaging modalities in regression models. Frequently, data from each modality is analyzed separately using, for instance, dimensionality reduction techniques, which result in a loss of information. We propose a novel regularization method, griPEER (generalized ridgified Partially Empirical Eigenvectors for Regression) to estimate the association between the brain structure features and a scalar outcome within the generalized linear regression framework. griPEER provides a principled approach to use external information from the structural brain connectivity to improve the regression coefficient estimation. Our proposal incorporates a penalty term, derived from the structural connectivity Laplacian matrix, in the penalized generalized linear regression. We address both theoretical and computational issues and show that our method is robust to the incomplete structural brain connectivity information. griPEER is evaluated via extensive simulation studies and it is applied in classification of the HIV+ and HIV- individuals.
Short Bio: Jaroslaw Harezlak is a Professor in the Department of Epidemiology and Biostatistics at the Indiana University School of Public Health in Bloomington. He has a Ph.D. in Biostatistics from the Harvard University. After a 2-year post-doctoral training at the Harvard School of Public Health, he joined Indiana University as an Assistant Professor. His interests span a number of medical areas: including NeuroHIV, physical activity, and mild traumatic brain injury (mTBI), as well as statistical areas: including semiparametric regression, regularization, functional data analysis and structured high-dimensional data. In his applied research, he uses data arising in structural and functional brain imaging, accelerometry, and intensively collected longitudinal studies. He has published over 80 peer-reviewed articles in the statistical, medical and epidemiological journals as well as a book on “Semiparametric Regression with R”."
36,https://datascience.ucsd.edu/events/border-solutions-alliance-ucsd-workshop/,Border Solutions Alliance UCSD Workshop,"June 5, 2019",All Day,Marriott La Jolla,Event Description
37,https://datascience.ucsd.edu/events/joint-symposium-on-neural-computation/,Joint Symposium on Neural Computation,"June 1, 2019",All Day,,"26th Annual Joint Symposium on Neural Computation

When: Saturday, June 1, 2019
Where: USC, Michelson Center for Convergent Biosciences
Website: jointsymposium.org

To register, go here: jointsymposium.org/registration.html
Deadline for FREE early registration: 5pm May 24, 2019.  ($25 thereafter).

To submit abstracts for posters, go here: jointsymposium.org/submit-poster.html
Poster submission deadline: Friday, May 17, 2019.

Invited Speakers:
Gert Cauwenberghs, UCSD
Mike Davies, Intel
Bruce Herring, USC
Judith Hirsch, USC
Markus Meister, Caltech
Emre Neftci, UC Irvine
Bruno Olshausen, UC Berkeley
Terry Sejnowski, Salk Institute
Alcino Silva, UCLA
Fritz Sommer, UC Berkeley/Intel

About the JSNC:
For the 26th year running, the JSNC has brought together students and faculty, including experimentalists, theorists, and neural engineers, for a day of short talks and posters on topics relating to neural computation and brain-inspired technologies.  The JSNC rotates annually between UCSD, Caltech, USC, UCLA, UC Irvine, and UC Riverside.  This year it will be held on the USC campus on Saturday, June 1 in the Michelson Center for Convergent Biosciences.

Sponsored by:
BrainCorp
Bridge Institute
Intel AI
USC Neuroscience Graduate Program"
38,https://datascience.ucsd.edu/events/go-fair-data-stewardship-training/,GO FAIR Data Stewardship training,"May 28, 2019",All Day,"The Auditorium, SDSC","Want to know how to make your data machine readable and how your data people can spend more time on analysis and less time on data wrangling?

Join us in San Diego, May 28-31 for FAIR Data Stewardship training.

The promise of machine learning and AI are exciting, but are predicated on access to data that are findable, accessible, interoperable, and reusable (FAIR).  Several studies show that 80% of a data professional’s time is spent on finding and cleaning data, rather than analysis. There are established models for creating and transforming data so that it is FAIR, to ensure data scientists and analysts spend more time seeking insights than on data cleaning. The potential new value to be captured and costs to be saved are enormous, especially when one adds in the untapped value from ‘dark data’, or data that isn’t used.

This past week, the San Diego Supercomputer Center (SDSC) announced the opening of the first US GO FAIR Coordination Office in the US. With the new U.S. office, the nation joins the Netherlands, France, Germany, and Brazil in establishing country-level coordinating offices. GO (Global Open) FAIR is a ‘bottom up’ initiative aimed at implementing the FAIR principles to ensure that data is findable, accessible, interoperable, and reusable. GO FAIR’s main goal is to kick-start the development of a global data commons for research and innovation.

As part of our new office, we are bringing trainers from Europe (EU) to UCSD for a FAIR Data Stewardship training course, not yet offered in the US."
39,https://datascience.ucsd.edu/events/colloquium-jose-unpingco-west-health-institute-senior-director-of-data-science/,Colloquium: Jose Unpingco – West Health Institute Senior Director of Data Science,"May 23, 2019",2020-02-07 11:00:00,San Diego Supercomputer Center|Synthesis Cent,"HDSI welcomes Senior Director of Data Science at the Gary and Mary West Health Institute in La Jolla, a nonprofit, nonpartisan healthcare research organization focused on lowering the cost of healthcare and enabling seniors to age successfully. He is an alumnus and author of technology books. In his talk in the Institute’s Colloquium Lecture Series, Upingco will discuss the growing demand for data science using sensitive medical data. As privacy rights become more important, it is important for data scientists to understand how laws (e.g., HIPAA and other privacy rules) manifest in production systems that maintain a high degree of flexibility while maintaining security and privacy. In this talk, Unpingco will discuss the work of West Health Institute’s Data Science team to architect, build, and deploy flexible, scalable systems that maintain security and privacy for a wide variety of stakeholders and institutions around the country. He will detail the tradeoffs and requirements of building and deploying a secure platform on Amazon Web Services and describe existing and ongoing work to further extend these secure platforms.
BIO: Unpingco is Senior Director for Data Science at the Gary and Mary West Health Institute. He is a UC San Diego alumnus who earned his Ph.D. in 1997 from the Electrical and Computer Engineering Department. Prior to joining West Health, he served as on-site technical director for the Department of Defense’s national High Performance Computing Modernization Program (Signal and Image Processing section). In addition to his work at DoD, Dr. Unpingco has extensive industrial experience as a senior engineer at Hughes Aircraft, Raytheon, Mission Research, and ATK, working on a wide range of systems including underwater acoustics, adaptive antennas, radar detection/imaging, and target tracking. Dr. Unpingco is the author of two internationally published books by Springer: “Python for Signal Processing” and “Python for Probability, Statistics and Machine Learning.”"
40,https://datascience.ucsd.edu/events/ariel-rokem-the-era-of-brain-observatories-opportunities-and-challenges-for-data-driven-neuroscience/,Ariel Rokem | The Era of Brain Observatories: Opportunities and Challenges for Data-Driven Neuroscience,"May 16, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: Like many other research fields that have turned toward data-driven discovery, neuroscience has undergone dramatic changes over the course of the last decade. Through new recording techniques, large collaborative projects and concerted data collection and data sharing efforts, the field is gaining access to data at scales that have never been possible before. And while these data present tremendous opportunities to understand the brain, they also present new challenges that arise from the deluge of data, and from the difficulties that researchers encounter when they attempt to manage, store, analyze and understand it. In this talk, I will present a series of studies in which I have addressed these challenges through a multi-faceted data science approach: 1) Using deep learning to automate and scale arduous analysis procedures and to uncover hidden relationships between different imaging modalities; 2) harnessing citizen scientist input to generate labeled training data for machine learning; and 3) developing machine learning algorithms that leverage known brain structure to make inferences about individual variability. I will also discuss the socio-technical challenges facing the field and how we might address these challenges through open-source software development, new collaborative approaches to data analysis and data sharing, as well as through novel approaches to training in data science and neuroscience.
BIO: Rokem is a senior data scientist at the University of Washington eScience Institute, and an affiliate of the Institute for Neuroengineering, the Center for Computational Neuroscience, and the Center for Studies in Demography and Ecology at the University of Washington. He earned his Ph.D. in neuroscience from UC Berkeley (2010) and additional postdoctoral training in computational neuroimaging at Stanford University (2011 – 2015). He leads a research program in neuroinformatics: the development of data science tools, techniques and methods, and their application to the analysis of neural data."
41,https://datascience.ucsd.edu/events/karthik-shekhar-of-mice-and-monkeys-single-cell-analysis-of-the-mammalian-retina/,Karthik Shekhar: Of Mice and Monkeys: Single-cell Analysis of the Mammalian Retina,"May 14, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: Classifying and characterizing cell types and cell states has emerged as a high priority for biologists to understand the form, function and dysfunction of complex tissues such as the brain. While cell classification has a rich history, recent technological advances have made it possible to tackle this problem systematically and comprehensively, and test the foundations underlying the concept of a “cell taxonomy”. I have addressed these issues in the mammalian retina, a complex yet accessible part of the brain, using hight-hroughput single-cell RNA-seq. I will describe a nearly complete cell taxonomy of the mouse retina (~140 neuronal types), and discuss the extent to which molecularly defined types correspond to types defined by traditional morphological and physiological criteria. I will then describe recent efforts to use the mouse retinal taxonomy as a foundation to, (1) assess cell-intrinsic and non-autonomous features that mediate selective resilience of neuronal types in injury models, (2) generate taxonomies of non-human primates and humans, and (3) explore conservation of cell types across species. I will describe major computational innovations for single-cell transcriptomic analysis developed in these studies that are applicable to similar efforts in other systems.
BIO: Shekhar is a postdoctoral fellow at the Broad Institute of Massachusetts Institute of Technology and Harvard University, associated with the group of Professor Aviv Regev. He earned his Ph.D. in chemical engineering at MIT with Professor Arup Chakraborty, working at the interface of physics, computation and immunology. His present work combines genomic measurements and statistical learning techniques to understand the cellular organization of complex tissues. In recent work with experimental collaborators, he applied massively parallel single-cell genomics to generate a complete molecular atlas of neuronal types in the mouse retina. He is presently using it as a foundational tool to explore cell type development, evolution and cell-type specific responses to pathologies. He was recently awarded the National Institutes of HealthPathway to Independence Award (K99)."
42,https://datascience.ucsd.edu/events/data-science-day/,Data Science Day,"May 10, 2019",2020-02-07 08:00:00,"The Auditorium, SDSC","Register Now for Tech San Diego’s first ever Data Science Day, hosted by Halıcıoğlu Data Science Institute and Rady School of Management, UC San Diego
May 10, 2019 | UCSD Supercomputer Center
8:30am-1:30pm 
-Panel Sponsors: Teradata and KDD.org
-Lunch sponsored by Viasat Inc."
43,https://datascience.ucsd.edu/events/tudor-dumitras-measurements-predictions-and-the-puzzle-of-machine-learning-what-data-from-10-million-hosts-can-teach-us-about-security/,"Tudor Dumitras | Measurements, Predictions and the Puzzle of Machine Learning: What Data From 10 Million Hosts Can Teach Us About Security","May 9, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: What are the odds that you will get hacked tomorrow? We cannot answer this question without understanding the capabilities of real-world adversaries to compromise hosts around the world; for example, among over 100,000 vulnerabilities disclosed publicly very few are likely to be exploited in the wild. Moreover, the machine learning techniques that drive the success of such inferences in non-adversarial domains, like computer vision or autonomous driving, face new challenges in security. In this talk I will discuss my work, combining machine learning with global-scale measurements, that has exposed critical security threats and has guided industrial practices. First, I will present the Worldwide Intelligence Network Environment (WINE), an analytics platform that has enabled systematic studies of security threats across more than 10 million hosts from around the world. Second, I will use WINE as a vehicle for exploring the opportunities for predicting future security incidents, such as vulnerability exploitation in the wild. I will conclude by discussing how these results have opened up new research directions and have taught us important lessons about the security of machine learning systems.
BIO: Dumitraș is an Assistant Professor in the Electrical & Computer Engineering Department at University of Maryland, College Park. His research focuses on data-driven security: He studies real-world adversaries empirically, he builds machine
learning systems for detecting attacks and predicting security incidents, and he investigates the security of machine learning in adversarial environments. In his previous role at Symantec Research Labs, he built the Worldwide Intelligence Network
Environment (WINE), a data analytics platform for security research. His work on the effectiveness of certificate revocations in the Web PKI was featured in the Research Highlights of the communications of the Association for Computing Machinery  (ACM) in 2018, and his measurement of the duration and prevalence of zero-day attacks received an honorable mention in the National Security Agency competition for the Best Scientific Cybersecurity Paper of 2012. Tudor earned his Ph.D. from Carnegie Mellon University. He is the recipient of the 2011 A. G. Jordan Award from the ECE Department at Carnegie Mellon, the 2009 John Vlissides Award from ACM SIGPLAN, and the Best Paper Award at ASP-DAC’03."
